MMC Company ID,Account / Practice,Assigned PL,Tier,Wave,Practice Type,Referral Evidence Band,2026 Spine Patients,2026 Total B2B Patients,Known Referring Providers (2026 referral match),Linked People (MMC),Payer Class (heuristic),Payer Detail,Payer Basis / Status,Payer Line for PL,Visit Message
8d20bd9d-fad3-4505-aa71-e69cb2962597,Maridel Hernadez MD,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1912194622,MD VIP - Utica,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
141f9961-1fe4-4d6c-b6e0-7e89805d1153,"MEGHA MOHEY, MD, PC",Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
aa5863d0-5375-4e30-9596-780fee5530e6,Metro Pain Clinic  - Warren,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,1,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
6772a157-179b-472b-8b92-8c0068cdc5ec,MHP Orthopedics - Madison Heights,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,3,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
361c9ac4-e663-4323-a07b-d1e2fd37f618,Mi Family Medicine & Urgent Care,Coty,Prospect,Wave 2,Urgent Care,Visit / Prospect,0,0,,1,MIXED-WALKIN,Walk-in panel — mixed payers; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: walk-in mix — intake screens each referral; commercial/Medicare flow same-week.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: an acute back/neck pathway: your discharge sheet can book a spine evaluation the same week — one number, we take it from there. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
e33f4068-dcba-4ec6-a5b6-a0ce07fd66d3,Michigan Head & Spine Institute - Macomb,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,8,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
20ab0f4f-ab86-4054-a588-8d04b87ad7af,Michigan Physicians Group - Livonia,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,1,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
c711e9c2-58e1-42f5-ab75-c835ceae8875,Motor City Orthopedics - Warren,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,4,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
eaff83df-eecc-4f3e-a041-cea71bad788e,Movement Orthopedics,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,4,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
b1803bd8-c8ae-44c1-9f01-c4ad0f812ef5,Neuro Pain Consultants - Shelby,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,1,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
e3a99c41-ef87-4be9-8e02-1ca4d4db2c36,Oak Street Health – Hazel Park,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,6,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
fbcc80e3-33d5-452f-8300-be884c2786eb,Precise Medical,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
af12dee4-a837-45cd-b77e-ae4d5a1da5b3,Primary Care Services -Westland,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,2,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
2c230474-0801-4832-a54e-1828db8c62a1,Prime Internal Medicine (MDVIP),Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
757de7dd-5282-4788-934b-4beb9c13112f,Rochester Hills Family Physicians (Corewell),Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,4,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
a320a856-33fb-458b-8907-d98101fceb1b,Roger D Ajluni MD PC,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1649460536,"Ruffini DC PC, Richard J",Coty,Prospect,Wave 2,Chiropractor,Visit / Prospect,0,0,,4,COMM-WCPI,Chiro — commercial + WC/PI mix (QUALIFIED); screen auto/WC liens,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial + auto/WC liens welcome; screen Medicaid share.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: co-management for patients who plateau — imaging access, interventional options, surgical consults when warranted, and every patient returns to your care plan with notes. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
aa1947f7-3694-4014-9388-76b8e6da46b8,Shelbydale Medical Clinic PC,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1154437416,Shorepointe Family Physicians - St. Clair Shores,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,5,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
43c9c4e0-b552-4969-99f6-413f7f3384a9,Silver Pine Medical Group Chesterfield,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,5,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
9b787ba7-f5be-4319-a44e-39cd77858998,Somerset Family Medicine - Troy,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
5d681a4d-3671-4501-b6d1-7f23b1177209,St Clair Orthpaedics & Sports Medicine - Macomb,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,16,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
68a88cbc-7ff0-4330-89fa-1314674545a9,Stamatin Internal Medicine,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
ff24dc89-5408-4c5d-aa4b-604b524a4b9c,Stoney Creek Physicians,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
9b6db0bd-31b4-4d7e-b351-e4ee78a4defa,Trinity IHA Primary Care - Rochester Hills,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,6,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
7cad9994-b92b-43ee-a2f4-b18218515b2d,Washington Family Medicine,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,4,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
cdc030ac-8c72-4d65-bbbd-b42ea897452b,WellHealth Medical Associates - Rochester,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,4,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
6e9dda47-d440-4432-a96b-aaef04a18257,Your Physicians,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,3,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
0d9592a4-3759-4da3-82b0-9e26777daf52,Adult Medicine & Pediatrics at East Ann Arbor Health and Geriatrics Center,Jasmine,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,7,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
6101ca46-69b5-43a2-a4cd-74be14995963,Advanced Primary Care,Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1972590420,Alan Robertson MD,Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
ce8a4622-f40a-42dd-8695-99a4e9ec7edc,AMC primary care,Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
5f6f5020-da72-4c38-a18b-6e3548d5ce28,AMC Primary Care,Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
51be485c-bce1-4997-8e82-1463313f4617,"AMINI HEALTHCARE, PLLC",Jasmine,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,1,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
00e2d343-2a6c-4378-900b-c886a064f8a9,"ARASH KIARASH, MD, MEDICAL GROUP",Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
f66f38a6-852f-4f1e-bb01-77665ea9274f,ASSOCIATES IN INTERNAL MEDICINE SPECIALTIES,Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
2dfe8906-751d-4f2b-a4e4-e40addc8ffa5,ATI Ypsilanti Huron Rd,Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,6,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
22f15cb0-741c-4de9-9b06-0c697d56588d,Beatty Chiropractic,Jasmine,Prospect,Wave 2,Chiropractor,Visit / Prospect,0,0,,2,COMM-WCPI,Chiro — commercial + WC/PI mix (QUALIFIED); screen auto/WC liens,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial + auto/WC liens welcome; screen Medicaid share.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: co-management for patients who plateau — imaging access, interventional options, surgical consults when warranted, and every patient returns to your care plan with notes. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
da712fc9-9f3d-4a5e-ac23-794ae5307850,BEAUMONT CHERRY HILL INTERNAL MEDICAL ASSOCIATES CANTON,Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,4,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
bb8b1992-e217-4eb9-8c68-4c2173bcd341,BEAUMONT HEALTH INTERNAL MEDICINE WYANDOTTE,Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,9,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
